popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
36,204453,FALSE,0.796,0.544,5,-5.564,1,0.0427,0.147,0,0.138,0.487,117.987,4,club
23,172066,FALSE,0.737,0.963,2,-3.606,1,0.0898,0.297,0,0.124,0.965,158.05,4,club
22,232880,FALSE,0.701,0.709,11,-11.241,1,0.0363,0.141,1.66E-05,0.324,0.837,116.978,4,club
51,209480,FALSE,0.645,0.439,6,-6.372,1,0.0296,0.846,0,0.108,0.56,118.987,4,club
22,111452,TRUE,0.856,0.702,4,-6.083,0,0.307,0.0357,0.0752,0.0712,0.319,85.042,4,club
22,189413,FALSE,0.691,0.904,9,-6.162,1,0.0295,0.0872,3.96E-05,0.108,0.866,110.025,4,club
51,221360,FALSE,0.674,0.739,2,-5.446,1,0.0385,0.0716,2.40E-06,0.15,0.851,127.424,4,club
24,220317,FALSE,0.671,0.773,8,-6.121,1,0.187,0.109,0.00161,0.117,0.719,169.953,4,club
49,202531,FALSE,0.891,0.571,11,-5.568,0,0.332,0.147,0,0.715,0.733,129.994,4,club
23,250920,FALSE,0.59,0.885,8,-5.193,1,0.0287,0.00152,0.475,0.112,0.111,109.98,4,club
52,151531,FALSE,0.581,0.844,5,-6.64,0,0.0595,0.0855,0,0.224,0.546,93.963,4,club
38,215118,FALSE,0.56,0.797,1,-7.603,1,0.186,0.516,0.897,0.115,0.357,144.026,4,club
42,190876,FALSE,0.475,0.683,11,-8.392,1,0.0419,0.657,0.669,0.0827,0.326,179.722,4,club
47,230857,FALSE,0.652,0.936,11,-3.536,0,0.0608,0.00222,0.114,0.324,0.48,105.047,3,club
43,212213,FALSE,0.233,0.39,0,-6.943,0,0.0336,0.000781,0.000228,0.141,0.0565,159.667,4,club
45,216250,FALSE,0.617,0.397,7,-10.121,1,0.0272,0.00179,0.865,0.111,0.0344,99.973,4,club
44,185454,FALSE,0.781,0.858,11,-3.506,1,0.0634,0.0317,0.576,0.115,0.347,109.969,4,club
33,108000,FALSE,0.785,0.7,1,-9.486,0,0.189,0.0158,7.55E-05,0.339,0.622,159.963,4,club
47,186210,FALSE,0.797,0.626,10,-9.604,0,0.0807,0.0315,0.714,0.11,0.171,124.993,4,club
50,174915,TRUE,0.809,0.663,1,-6.889,1,0.258,0.0115,0.583,0.332,0.74,136.046,4,club
44,142180,TRUE,0.669,0.689,5,-6.269,1,0.0625,0.344,4.09E-05,0.0976,0.669,179.053,4,club
32,47661,FALSE,0.738,0.626,1,-3.661,0,0.279,0.000585,0,0.11,0.569,159.991,4,club
43,187428,FALSE,0.426,0.76,5,-7.025,0,0.0422,0.000133,0.622,0.0488,0.0449,104.997,4,club
40,201578,FALSE,0.698,0.914,7,-2.521,1,0.0345,0.182,0.0682,0.143,0.263,113.961,4,club
21,120048,FALSE,0.832,0.67,1,-8.483,1,0.301,0.0276,0.419,0.0826,0.591,180.041,4,club
22,406153,FALSE,0.0601,0.449,5,-13.867,1,0.0893,0.104,0.845,0.866,0.0372,66.981,4,club
43,272855,FALSE,0.578,0.555,2,-9.045,1,0.0598,0.62,0.865,0.116,0.147,189.969,3,club
49,184505,FALSE,0.502,0.825,1,-7.609,1,0.0367,0.0121,0.689,0.12,0.198,177.996,4,club
45,141364,TRUE,0.67,0.778,11,-6.828,0,0.115,0.00309,0.00156,0.133,0.231,176.028,4,club
47,181816,FALSE,0.586,0.729,2,-5.861,1,0.0472,0.000128,0.847,0.101,0.078,95.033,4,club
33,265720,FALSE,0.656,0.484,2,-7.23,1,0.0246,0.268,0.00236,0.124,0.453,100.548,4,club
43,193513,FALSE,0.573,0.874,2,-2.813,1,0.0373,0.0277,2.84E-06,0.238,0.0955,110.964,4,club
42,145555,TRUE,0.797,0.829,1,-3.771,1,0.0332,0.0333,0.651,0.0849,0.395,107.97,4,club
39,174556,FALSE,0.573,0.732,6,-8.993,1,0.0296,0.266,0.893,0.0959,0.054,110.019,4,club
44,268623,FALSE,0.638,0.915,7,-3.083,1,0.0434,0.00031,0.754,0.121,0.132,109.01,4,club
36,252014,FALSE,0.517,0.87,7,-6.138,1,0.0482,0.00125,0.811,0.632,0.208,95.027,4,club
44,195720,FALSE,0.446,0.983,2,-5.684,1,0.232,0.00209,0.0158,0.605,0.449,177.072,4,club
21,252123,TRUE,0.632,0.756,11,-5.893,1,0.0419,0.52,0.000242,0.205,0.519,140.037,4,club
21,235212,TRUE,0.524,0.812,6,-5.804,1,0.0397,0.0825,0.000358,0.199,0.363,150.004,4,club
40,164583,FALSE,0.64,0.89,7,-6.647,1,0.0572,0.0502,0.824,0.43,0.145,104.979,4,club
41,66913,FALSE,0.711,0.728,1,-3.977,0,0.335,0.00631,0.00109,0.0887,0.461,164.871,4,club
40,159408,FALSE,0.642,0.747,7,-8.064,1,0.05,0.000263,0.726,0.124,0.384,114.985,4,club
46,180706,FALSE,0.618,0.643,4,-4.086,1,0.0297,0.569,0,0.443,0.722,128.992,4,club
23,178858,FALSE,0.611,0.819,7,-5.031,0,0.231,0.343,0.0094,0.233,0.501,129.947,4,club
21,173946,FALSE,0.894,0.418,1,-11.604,1,0.267,0.0244,0.0667,0.106,0.0368,138.049,4,club
22,123730,FALSE,0.333,0.0873,6,-23.85,0,0.0368,0.979,0.797,0.292,0.192,83.279,3,club
21,204003,TRUE,0.68,0.636,4,-11.432,0,0.135,0.00329,0.875,0.165,0.338,100.006,4,club
22,122753,FALSE,0.419,0.483,0,-13.364,1,0.0331,0.493,0.002,0.0619,0.806,125.844,4,club
20,109766,FALSE,0.912,0.833,2,-6.093,1,0.516,0.158,0.378,0.0821,0.281,139.952,4,club
22,208938,FALSE,0.938,0.772,1,-5.385,1,0.35,0.0637,0,0.126,0.894,124.043,4,club
47,294226,FALSE,0.628,0.922,9,-4.638,0,0.0759,0.0055,3.69E-06,0.181,0.532,119.005,4,club
52,251946,FALSE,0.787,0.344,7,-7.331,1,0.031,0.706,0,0.0643,0.361,110.036,4,club
47,263280,FALSE,0.596,0.769,0,-6.185,1,0.0412,0.0443,0,0.527,0.348,108.078,4,club
22,380505,TRUE,0.574,0.478,0,-10.564,1,0.344,0.0736,4.52E-06,0.144,0.192,119.956,4,club
51,239373,FALSE,0.343,0.484,0,-8.173,0,0.0361,0.112,0,0.125,0.336,75.46,4,club
22,248013,FALSE,0.413,0.853,0,-6.375,1,0.0699,0.193,0,0.0606,0.35,129.883,4,club
21,151120,FALSE,0.295,0.205,2,-8.163,1,0.0289,0.627,0,0.0653,0.408,93.288,4,club
23,212727,FALSE,0.711,0.861,1,-4.904,1,0.13,0.0747,0.000763,0.123,0.451,131.798,4,club
44,233079,FALSE,0.161,0.483,1,-11.21,0,0.0472,0.486,0.42,0.371,0.0929,161.117,5,club
47,219770,FALSE,0.586,0.419,4,-10.375,0,0.0503,0.296,0.379,0.0911,0.216,123.03,4,club
47,200501,FALSE,0.705,0.647,0,-8.32,0,0.0377,0.486,0.00029,0.251,0.531,136.029,4,club
27,189473,FALSE,0.795,0.848,2,-3.634,1,0.0686,0.00576,0.791,0.162,0.251,94.993,4,club
43,252000,FALSE,0.492,0.932,8,-5.105,1,0.0487,0.00126,0.837,0.288,0.142,99.991,4,club
40,223326,FALSE,0.418,0.918,7,-3.814,0,0.106,0.000941,0.0903,0.103,0.258,154.951,4,club
25,204138,FALSE,0.496,0.849,8,-4.526,0,0.0363,0.111,0.803,0.128,0.102,174.037,4,club
47,169500,FALSE,0.755,0.433,4,-4.703,0,0.287,0.431,0,0.0903,0.605,160.052,4,club
33,226295,FALSE,0.564,0.88,11,-6.158,1,0.0366,0.0194,0.757,0.0971,0.0418,108.998,4,club
42,260970,FALSE,0.669,0.717,7,-8.019,1,0.0438,0.145,0.902,0.111,0.858,103.022,4,club
44,171428,FALSE,0.739,0.915,2,-6.656,1,0.06,0.00708,0.916,0.442,0.32,125.997,4,club
29,236860,FALSE,0.533,0.84,4,-3.959,0,0.0323,0.0218,0.398,0.131,0.13,171.999,4,club
43,244800,FALSE,0.562,0.897,11,-7.923,1,0.056,0.00705,0.608,0.0914,0.431,99.964,4,club
30,171428,FALSE,0.609,0.895,11,-3.552,1,0.0344,0.000168,0.83,0.135,0.134,98.008,4,club
34,222562,FALSE,0.595,0.879,2,-3.83,1,0.0347,0.00048,0.848,0.115,0.166,110.012,4,club
43,142048,FALSE,0.531,0.91,1,-4.051,1,0.0454,0.000421,0.73,0.103,0.0755,83.016,4,club
38,177208,FALSE,0.438,0.551,3,-8.006,0,0.0602,0.0201,0.126,0.0879,0.268,100.701,3,club
42,307200,FALSE,0.659,0.681,8,-7.799,1,0.101,0.183,0.648,0.0922,0.0746,99.986,4,club
40,205411,FALSE,0.531,0.867,2,-4.392,1,0.0467,0.00874,0.609,0.0785,0.0597,169.942,4,club
21,168727,FALSE,0.604,0.731,5,-4.436,1,0.0354,0.0102,0.181,0.197,0.247,165.013,4,club
21,127007,FALSE,0.901,0.614,11,-9.041,1,0.494,0.00489,2.29E-06,0.0647,0.925,155.027,4,club
39,128855,FALSE,0.929,0.863,1,-4.064,1,0.243,0.256,0.407,0.0652,0.877,146.01,4,club
40,319789,TRUE,0.361,0.968,0,-3.985,1,0.383,0.000412,0.00392,0.108,0.297,149.512,4,club
41,219789,FALSE,0.52,0.836,2,-8.204,1,0.0366,0.00071,0.759,0.121,0.118,94.936,3,club
52,160000,FALSE,0.766,0.701,4,-8.089,1,0.0737,0.261,0.447,0.0886,0.568,135.991,4,club
45,214874,FALSE,0.582,0.869,2,-7.114,1,0.0322,0.000151,0.141,0.0917,0.0715,105.001,4,club
44,191684,FALSE,0.527,0.9,2,-4.444,1,0.0407,0.0471,0.785,0.176,0.371,95.012,4,club
19,151261,TRUE,0.769,0.745,6,-6.146,1,0.0469,0.0446,0.764,0.426,0.532,122.986,4,club
40,166611,FALSE,0.763,0.855,2,-5.863,1,0.0412,0.0329,0.348,0.411,0.531,121.018,4,club
47,234126,FALSE,0.809,0.65,2,-7.457,1,0.0456,0.00123,0.0626,0.08,0.564,120.004,4,club
20,498065,FALSE,0.159,0.167,5,-18.523,0,0.0434,0.924,0.887,0.108,0.0247,132.166,4,club
48,152946,FALSE,0.623,0.738,3,-5.709,1,0.0281,0.179,0,0.146,0.874,152.066,4,club
49,187560,FALSE,0.632,0.468,0,-8.089,1,0.0412,0.541,0,0.165,0.669,130.052,4,club
50,213159,FALSE,0.583,0.929,1,-5.106,1,0.198,0.00115,0.873,0.164,0.285,118,4,club
20,121901,FALSE,0.641,0.394,2,-9.297,1,0.0681,0.000109,0.00181,0.0943,0.63,130.909,4,club
47,277346,FALSE,0.508,0.883,6,-4.567,1,0.329,0.0617,0,0.158,0.717,173.566,4,club
20,318500,FALSE,0.506,0.982,1,-6.285,1,0.115,0.0441,0.873,0.0891,0.17,120.02,4,club
20,128104,TRUE,0.886,0.584,5,-11.021,0,0.369,0.00809,4.33E-05,0.135,0.392,150.039,4,club
47,220386,FALSE,0.775,0.529,3,-6.523,1,0.0434,0.534,0,0.0907,0.796,119.988,4,club
21,102929,FALSE,0.476,0.435,9,-12.264,0,0.0287,0.826,0.923,0.0847,0.537,148.874,4,club
46,204413,FALSE,0.606,0.74,8,-5.401,1,0.056,0.131,0,0.0797,0.485,132.582,4,club
21,384750,FALSE,0.587,0.894,1,-5.391,0,0.0336,2.98E-05,0.838,0.399,0.0427,125.003,4,club
20,124917,TRUE,0.935,0.689,0,-7.993,0,0.285,0.00907,1.35E-05,0.0785,0.808,139.913,4,club
20,248760,FALSE,0.485,0.934,0,-2.473,1,0.113,0.000151,0.811,0.379,0.219,68.51,4,club
22,187562,FALSE,0.887,0.796,8,-5.258,0,0.246,0.0964,2.42E-06,0.05,0.801,110.075,4,club
22,131290,FALSE,0.682,0.619,9,-6.981,0,0.46,0.48,0,0.133,0.739,149.746,4,club
48,230200,FALSE,0.473,0.619,7,-3.823,1,0.0336,0.0383,0,0.189,0.274,123.857,4,club
45,220546,FALSE,0.664,0.533,2,-6.112,1,0.0279,0.587,0,0.225,0.628,97.032,4,club
20,175693,FALSE,0.561,0.792,2,-6.924,1,0.0303,0.616,0.0479,0.188,0.837,150.149,4,club
48,179280,FALSE,0.495,0.891,4,-4.266,1,0.0383,0.000186,0,0.475,0.735,155.075,4,club
40,271235,FALSE,0.599,0.753,2,-9.062,1,0.0414,0.0496,0.901,0.121,0.173,92,4,club
46,240000,FALSE,0.701,0.518,8,-8.871,0,0.056,0.122,0.851,0.046,0.303,124.005,4,club
38,228000,TRUE,0.666,0.524,4,-5.691,1,0.0763,0.135,0.583,0.107,0.148,160.057,4,club
33,205440,FALSE,0.735,0.418,7,-13.27,1,0.296,0.0577,0.222,0.0982,0.241,94.5,4,club
44,177200,FALSE,0.209,0.724,5,-9.143,0,0.0424,0.00148,1.24E-06,0.369,0.185,136.718,4,club
34,147428,TRUE,0.698,0.854,9,-2.922,1,0.0779,0.0889,0,0.136,0.508,140.115,4,club
42,129548,FALSE,0.801,0.651,11,-5.879,1,0.0344,0.574,0.000242,0.0985,0.58,113.02,4,club
39,217500,FALSE,0.524,0.704,11,-7.607,0,0.0444,0.0184,0.00452,0.323,0.185,128.011,4,club
45,144761,FALSE,0.699,0.868,9,-5.717,1,0.049,0.00367,0.855,0.749,0.624,126.041,4,club
42,125855,FALSE,0.71,0.708,5,-10.197,1,0.114,0.00522,0.429,0.115,0.518,147.957,4,club
42,110192,TRUE,0.586,0.679,8,-6.814,0,0.0617,0.436,0,0.305,0.78,160.164,4,club
40,144115,TRUE,0.509,0.761,7,-6.322,0,0.049,0.371,0.792,0.108,0.209,133.951,4,club
49,230625,TRUE,0.431,0.663,1,-8.108,1,0.213,0.002,0,0.813,0.431,93.607,3,club
45,206775,TRUE,0.413,0.962,6,-2.91,0,0.0487,0.00837,0.249,0.215,0.0313,128.004,4,club
19,116691,FALSE,0.79,0.895,6,-0.654,1,0.198,0.122,0.000173,0.636,0.516,159.991,4,club
41,225730,FALSE,0.592,0.886,2,-2.775,1,0.0311,6.45E-05,0.804,0.302,0.136,117,4,club
19,127346,FALSE,0.869,0.872,11,-7.156,1,0.314,0.0345,0.00149,0.0836,0.333,165.117,4,club
45,223000,FALSE,0.508,0.98,2,-3.586,1,0.0466,0.000592,0.894,0.0877,0.575,95.005,4,club
41,223625,FALSE,0.728,0.95,10,-3.53,0,0.0553,0.00488,0.842,0.138,0.211,109.989,4,club
44,102000,FALSE,0.448,0.738,11,-9.218,1,0.0344,0.0762,0.983,0.234,0.0439,120.141,4,club
19,149019,TRUE,0.559,0.832,7,-6.142,0,0.0515,0.00152,0.000776,0.0858,0.263,145.041,4,club
49,140742,FALSE,0.674,0.823,0,-8.654,1,0.202,0.0199,1.25E-05,0.666,0.673,94.118,4,club
19,142633,TRUE,0.946,0.93,1,-3.173,1,0.185,0.111,0,0.0906,0.616,138.047,4,club
38,194369,FALSE,0.518,0.964,2,-5.769,1,0.0475,0.00274,0.778,0.221,0.0501,109.989,4,club
35,172392,FALSE,0.609,0.791,2,-4.932,1,0.0839,0.00023,0.307,0.0942,0.137,164.788,3,club
39,183440,FALSE,0.497,0.548,0,-12.384,1,0.0669,0.43,0.148,0.119,0.6,137.224,4,club
46,180280,FALSE,0.833,0.441,11,-6.172,0,0.152,0.392,0,0.149,0.762,127.658,4,club
20,116210,FALSE,0.672,0.373,2,-13.974,0,0.0583,0.275,0.0208,0.089,0.156,94.967,4,club
41,227692,FALSE,0.3,0.623,2,-7.534,0,0.0313,0.000952,0.945,0.0908,0.0346,156.038,4,club
48,219040,FALSE,0.401,0.177,5,-11.218,1,0.0359,0.938,8.49E-05,0.121,0.449,111.648,4,club
20,211760,FALSE,0.646,0.938,4,-4.76,0,0.0978,0.000321,0.00274,0.368,0.52,110.003,4,club
19,277386,FALSE,0.511,0.682,4,-8.897,1,0.0322,0.111,0.00327,0.116,0.438,164.721,4,club
48,322933,FALSE,0.269,0.516,0,-7.361,1,0.0366,0.406,0,0.117,0.341,178.174,4,club
49,213693,FALSE,0.753,0.811,0,-6.128,1,0.0441,0.645,0.000766,0.238,0.896,135.043,4,club
43,216093,FALSE,0.606,0.719,8,-6.77,1,0.039,0.00864,0,0.0765,0.366,108.985,4,club
44,237520,FALSE,0.477,0.687,9,-5.721,1,0.0468,0.291,0,0.118,0.421,167.947,4,club
42,306786,FALSE,0.409,0.35,10,-8.025,1,0.0275,0.75,0,0.114,0.126,139.876,3,club
20,174857,FALSE,0.59,0.806,8,-5.732,1,0.038,0.0364,0.0794,0.111,0.552,100.021,4,club
20,239266,FALSE,0.511,0.939,11,-6.039,0,0.0943,0.000163,0.0105,0.949,0.176,123.997,4,club
49,274133,FALSE,0.417,0.622,3,-4.706,1,0.0299,0.0128,2.46E-06,0.614,0.224,154.022,4,club
22,180000,FALSE,0.175,0.802,7,-7.666,1,0.0331,0.00115,0.642,0.0996,0.949,197.182,4,club
23,155813,FALSE,0.565,0.722,0,-8.29,1,0.035,0.107,0.00688,0.228,0.662,128.435,4,club
52,212626,FALSE,0.325,0.855,8,-4.603,1,0.0755,0.0563,0.000299,0.298,0.497,167.538,4,club
20,203586,FALSE,0.778,0.839,7,-7.795,1,0.0944,0.0852,0.000133,0.396,0.535,110.005,4,club
20,178893,FALSE,0.382,0.81,7,-5.696,1,0.0677,0.312,4.69E-06,0.741,0.352,150.06,4,club
20,164320,FALSE,0.532,0.875,10,-6.057,0,0.0543,0.0231,0,0.946,0.397,124.058,4,club
20,162080,FALSE,0.571,0.947,7,-4.695,1,0.0812,0.176,0,0.9,0.579,127.411,4,club
20,154626,FALSE,0.609,0.947,8,-5.823,0,0.234,0.0389,0,0.956,0.177,105.012,4,club
21,252545,FALSE,0.835,0.788,11,-4.81,0,0.0863,0.0461,8.85E-05,0.0884,0.55,110.022,4,club
21,168202,FALSE,0.685,0.743,10,-5.097,0,0.0608,0.0633,0.00309,0.302,0.648,141.944,4,club
45,224142,FALSE,0.765,0.703,2,-3.883,1,0.166,0.0937,0.0843,0.127,0.335,82.681,5,club
41,198529,FALSE,0.402,0.646,1,-8.087,0,0.0498,0.0516,0,0.12,0.0956,144.93,4,club
42,192380,FALSE,0.758,0.828,7,-6.815,0,0.055,0.031,0.462,0.124,0.292,126.013,4,club
35,232571,FALSE,0.532,0.978,2,-4.966,1,0.0474,0.145,0.895,0.45,0.311,120.013,4,club
30,188000,FALSE,0.546,0.895,4,-5.241,0,0.0302,0.00109,0.744,0.0988,0.047,120.01,4,club
49,221142,FALSE,0.813,0.782,5,-10.335,0,0.0627,0.0018,0.86,0.115,0.769,140.003,4,club
19,132000,FALSE,0.85,0.312,5,-7.764,0,0.0649,0.102,0.552,0.082,0.147,100.001,4,club
29,169846,FALSE,0.606,0.789,4,-6.637,1,0.0354,0.0031,0.00964,0.107,0.229,130.02,4,club
32,171840,FALSE,0.852,0.735,6,-3.25,0,0.122,0.00968,1.45E-05,0.122,0.452,125.022,4,club
37,222724,FALSE,0.694,0.935,10,-4.239,0,0.0845,0.00219,0.759,0.153,0.666,124.983,4,club
37,249600,FALSE,0.494,0.828,5,-4.147,0,0.0387,0.00012,0.875,0.275,0.0787,100.002,4,club
39,187001,FALSE,0.679,0.952,1,-2.777,1,0.0596,1.66E-05,0.686,0.515,0.175,128.033,4,club
44,98691,TRUE,0.615,0.361,1,-6.7,1,0.225,0.00153,0.573,0.115,0.387,213.778,4,club
41,284373,FALSE,0.519,0.901,1,-4.215,1,0.0405,0.000313,0.943,0.678,0.126,95.009,4,club
40,243157,FALSE,0.551,0.838,11,-6.231,0,0.105,0.000431,0.242,0.155,0.353,95.036,4,club
18,145777,TRUE,0.422,0.687,8,-6.877,1,0.852,0.229,7.77E-05,0.0904,0.286,171.698,5,club
41,287619,FALSE,0.616,0.838,10,-3.151,0,0.0329,0.00497,0.877,0.101,0.0691,126.002,4,club
38,163298,FALSE,0.677,0.697,5,-4.2,0,0.0346,0.0428,0.024,0.167,0.213,96.987,4,club
43,191612,FALSE,0.685,0.989,7,-2.347,1,0.206,0.275,0,0.225,0.505,123.987,4,club
46,238802,FALSE,0.61,0.744,4,-6.475,0,0.0392,0.00986,1.93E-06,0.186,0.635,144.987,4,club
18,191111,FALSE,0.919,0.712,1,-8.471,1,0.278,0.0594,0.0319,0.13,0.684,151.945,4,club
44,180023,FALSE,0.585,0.946,7,-5.452,1,0.0627,3.04E-05,0.854,0.114,0.327,108.976,4,club
18,238356,FALSE,0.787,0.782,1,-7.319,1,0.0576,0.041,0.798,0.233,0.506,105.991,4,club
42,296744,FALSE,0.462,0.854,2,-10.331,1,0.034,0.000502,0.896,0.11,0.058,110.017,4,club
40,151994,FALSE,0.792,0.886,0,-3.377,1,0.0556,0.00768,0.853,0.121,0.258,120.006,4,club
21,113142,FALSE,0.73,0.435,8,-6.678,1,0.042,0.284,0.0107,0.151,0.456,140.044,4,club
18,227631,FALSE,0.729,0.786,8,-7.102,0,0.277,0.00939,4.81E-06,0.621,0.398,135.005,4,club
41,217128,FALSE,0.699,0.837,10,-9.09,0,0.186,0.0273,0.749,0.784,0.374,109.985,4,club
18,134478,FALSE,0.888,0.717,7,-7.17,1,0.416,0.108,0,0.0616,0.718,75.017,4,club
19,171520,FALSE,0.771,0.882,1,-2.3,1,0.289,0.00347,0,0.55,0.552,140.123,4,club
19,187725,FALSE,0.444,0.185,2,-15.44,1,0.0294,0.864,0.657,0.101,0.374,97.011,4,club
19,178000,FALSE,0.571,0.698,5,-11.867,0,0.0316,0.457,0.639,0.076,0.478,141.441,4,club
18,76776,FALSE,0.645,0.43,10,-8.803,0,0.381,0.00299,0.000125,0.551,0.468,170.101,4,club
47,211440,FALSE,0.791,0.721,6,-5.588,0,0.094,0.259,0,0.104,0.66,87.032,4,club
47,167640,FALSE,0.544,0.797,1,-5.187,1,0.162,0.199,0,0.0986,0.384,77.565,4,club
19,194480,FALSE,0.602,0.99,3,-5.463,0,0.181,0.00132,0.047,0.384,0.169,125.034,4,club
19,109766,FALSE,0.957,0.917,10,-5.12,1,0.326,0.0289,0.886,0.0851,0.913,139.972,4,club
20,176234,FALSE,0.824,0.79,8,-4.899,1,0.235,0.5,0,0.0451,0.685,132.024,4,club
18,83555,FALSE,0.617,0.776,4,-8.746,1,0.0406,0.0253,0.88,0.117,0.884,135.043,4,club
19,236910,FALSE,0.429,0.956,9,-2.951,0,0.347,0.000682,0.55,0.111,0.287,154.087,4,club
0,363000,FALSE,0.829,0.729,6,-8.372,1,0.0628,0.0133,0.386,0.101,0.162,140.017,4,club
18,221935,FALSE,0.381,0.786,6,-5.58,1,0.0372,3.10E-05,0.767,0.613,0.271,92.927,4,club
43,228066,FALSE,0.657,0.852,11,-4.041,0,0.0369,0.00292,0,0.123,0.792,126.003,4,club
18,234468,FALSE,0.582,0.638,5,-7.588,0,0.0591,0.171,0.787,0.122,0.715,199.998,4,club
46,210813,FALSE,0.573,0.499,3,-6.363,1,0.0275,0.578,0,0.118,0.288,80.059,4,club
20,236720,FALSE,0.393,0.803,5,-10.078,0,0.044,0.0116,0.725,0.106,0.169,131.455,4,club
18,151312,TRUE,0.469,0.8,7,-7.984,1,0.0506,0.0023,0.711,0.438,0.242,154.885,4,club
20,172544,FALSE,0.716,0.99,7,-4.353,1,0.0771,0.14,6.54E-05,0.422,0.694,132.014,4,club
43,180880,FALSE,0.418,0.867,11,-3.844,1,0.0393,0.00176,0,0.238,0.433,80.123,4,club
49,262893,FALSE,0.554,0.699,9,-5.788,1,0.0369,0.000363,3.56E-06,0.0819,0.214,128.021,4,club
32,174967,FALSE,0.402,0.58,5,-7.2,0,0.245,0.0284,0.00113,0.0901,0.708,76.221,3,club
33,174967,FALSE,0.402,0.58,5,-7.2,0,0.245,0.0284,0.00113,0.0901,0.708,76.221,3,club
34,217106,FALSE,0.624,0.494,11,-12.832,0,0.0321,0.199,0.808,0.107,0.0393,99.045,4,club
34,411428,FALSE,0.562,0.897,8,-8.494,0,0.0402,0.00581,0.105,0.114,0.27,140.003,4,club
43,119184,FALSE,0.887,0.728,1,-5.906,1,0.0567,0.00536,0.421,0.0454,0.685,138.012,4,club
30,198504,FALSE,0.54,0.537,2,-6.383,1,0.0321,0.0271,0.0115,0.101,0.0711,110.012,4,club
39,240000,FALSE,0.632,0.673,0,-6.576,1,0.0336,0.00109,0.0622,0.174,0.0533,100.016,4,club
40,184000,FALSE,0.708,0.978,1,-4.529,1,0.098,0.332,0.667,0.323,0.0377,118.002,4,club
31,211636,FALSE,0.632,0.86,2,-5.319,1,0.0464,0.000651,0.181,0.347,0.0453,110.023,4,club
33,196800,FALSE,0.535,0.933,1,-1.626,1,0.0325,0.000123,0.838,0.0709,0.315,99.991,4,club
40,245821,FALSE,0.588,0.917,1,-4.673,1,0.0359,0.102,0.844,0.354,0.327,124.01,4,club
37,163200,FALSE,0.746,0.978,10,-1.422,0,0.0598,0.00738,0.00183,0.12,0.226,124.962,4,club
40,253252,FALSE,0.603,0.58,0,-7.61,1,0.034,0.000421,0.811,0.115,0.0621,103.058,4,club
41,263720,FALSE,0.703,0.65,10,-6.705,0,0.0498,0.00129,0.843,0.152,0.471,111.991,4,club
18,123480,TRUE,0.866,0.75,1,-5.416,0,0.33,0.142,9.36E-06,0.141,0.527,139.977,4,club
45,116142,FALSE,0.588,0.545,1,-11.115,1,0.0667,0.119,0,0.266,0.22,140.065,4,club
18,116884,FALSE,0.815,0.833,1,-7.778,0,0.209,0.177,0.00196,0.229,0.439,149.948,4,club
37,200889,FALSE,0.678,0.755,11,-6.448,1,0.0552,0.0011,0.391,0.483,0.0537,135.001,4,club
40,210545,FALSE,0.589,0.925,9,-6.91,0,0.0905,0.133,0.0227,0.401,0.0617,109.995,4,club
47,163348,FALSE,0.619,0.712,4,-6.893,0,0.0328,0.103,0,0.24,0.35,95.025,4,club
18,146952,FALSE,0.678,0.85,6,-1.587,1,0.56,0.434,0,0.288,0.454,164.999,4,club
47,145946,FALSE,0.442,0.101,4,-15.898,0,0.0623,0.941,0.941,0.11,0.0655,114.852,4,club
44,195600,FALSE,0.608,0.841,0,-6.254,1,0.0469,0.0116,0.777,0.196,0.217,99.986,4,club
43,296727,FALSE,0.641,0.679,8,-6.358,0,0.03,0.00152,0.00586,0.0775,0.232,110.015,4,club
19,173871,TRUE,0.72,0.595,1,-11.005,1,0.141,0.00731,0.443,0.0724,0.293,188.021,4,club
39,296727,FALSE,0.448,0.973,4,-2.532,0,0.0434,7.49E-05,0.849,0.0922,0.0364,110.014,4,club
40,159622,TRUE,0.779,0.83,4,-4.464,1,0.0531,0.0098,0.627,0.0575,0.218,106.008,4,club
42,139500,FALSE,0.704,0.628,0,-5.43,1,0.058,0.00226,0.911,0.162,0.596,163.943,4,club
35,234851,FALSE,0.481,0.755,0,-7.496,0,0.0511,0.037,0.0775,0.08,0.195,105.016,4,club
19,62093,FALSE,0.798,0.712,0,-9.258,1,0.358,0.0869,0.852,0.233,0.239,77.457,4,club
41,282413,FALSE,0.578,0.819,2,-8.22,1,0.063,8.20E-05,0.85,0.121,0.266,174.002,4,club
42,167800,FALSE,0.778,0.897,11,-4.159,1,0.0348,0.167,0,0.895,0.816,111.127,4,club
18,174572,FALSE,0.688,0.735,2,-9.732,1,0.0413,0.0547,0.816,0.0833,0.337,112.995,4,club
42,272021,FALSE,0.222,0.729,11,-7.782,1,0.041,0.00275,0.305,0.175,0.203,90.452,4,club
39,147373,FALSE,0.467,0.277,5,-9.041,1,0.0289,0.935,1.83E-06,0.115,0.6,96.639,4,club
41,193280,FALSE,0.754,0.64,7,-5.595,1,0.039,0.114,0,0.335,0.722,120.03,4,club
20,108373,FALSE,0.215,0.87,0,-5.889,1,0.0501,6.80E-05,0.89,0.0773,0.787,158.384,4,club
